"Year","Species","RCatch","Group","Habitat"
2014,"BLUESTRIPE SNAPPER",86237,"SNAPPERS","All Species"
2015,"BLUESTRIPE SNAPPER",34664,"SNAPPERS","All Species"
2016,"BLUESTRIPE SNAPPER",52322,"SNAPPERS","All Species"
2017,"BLUESTRIPE SNAPPER",78121,"SNAPPERS","All Species"
2018,"BLUESTRIPE SNAPPER",94702,"SNAPPERS","All Species"
2019,"BLUESTRIPE SNAPPER",79804,"SNAPPERS","All Species"
2020,"BLUESTRIPE SNAPPER",153281,"SNAPPERS","All Species"
2005,"BRICK SOLDIERFISH",314,"SOLDIERFISHES","All Species"
2011,"BRICK SOLDIERFISH",399,"SOLDIERFISHES","All Species"
2012,"BRICK SOLDIERFISH",322,"SOLDIERFISHES","All Species"
2013,"BRICK SOLDIERFISH",8625,"SOLDIERFISHES","All Species"
2014,"BRICK SOLDIERFISH",21908,"SOLDIERFISHES","All Species"
2015,"BRICK SOLDIERFISH",6912,"SOLDIERFISHES","All Species"
2016,"BRICK SOLDIERFISH",2752,"SOLDIERFISHES","All Species"
2017,"BRICK SOLDIERFISH",1723,"SOLDIERFISHES","All Species"
2018,"BRICK SOLDIERFISH",213263,"SOLDIERFISHES","All Species"
2019,"BRICK SOLDIERFISH",31848,"SOLDIERFISHES","All Species"
2020,"BRICK SOLDIERFISH",111121,"SOLDIERFISHES","All Species"
2010,"BROWN SURGEONFISH",28639,"SURGEONFISHES","All Species"
2012,"BROWN SURGEONFISH",8419,"SURGEONFISHES","All Species"
2014,"BROWN SURGEONFISH",6160,"SURGEONFISHES","All Species"
2015,"BROWN SURGEONFISH",23684,"SURGEONFISHES","All Species"
2016,"BROWN SURGEONFISH",3777,"SURGEONFISHES","All Species"
2018,"BROWN SURGEONFISH",49411,"SURGEONFISHES","All Species"
2019,"BROWN SURGEONFISH",53916,"SURGEONFISHES","All Species"
2020,"BROWN SURGEONFISH",28204,"SURGEONFISHES","All Species"
2003,"BULLETHEAD PARROTFISH",1117,"PARROTFISHES","All Species"
2004,"BULLETHEAD PARROTFISH",3556,"PARROTFISHES","All Species"
2005,"BULLETHEAD PARROTFISH",2680,"PARROTFISHES","All Species"
2006,"BULLETHEAD PARROTFISH",6068,"PARROTFISHES","All Species"
2007,"BULLETHEAD PARROTFISH",1659,"PARROTFISHES","All Species"
2008,"BULLETHEAD PARROTFISH",164,"PARROTFISHES","All Species"
2010,"BULLETHEAD PARROTFISH",187,"PARROTFISHES","All Species"
2011,"BULLETHEAD PARROTFISH",2800,"PARROTFISHES","All Species"
2014,"BULLETHEAD PARROTFISH",937,"PARROTFISHES","All Species"
2015,"BULLETHEAD PARROTFISH",1748,"PARROTFISHES","All Species"
2016,"BULLETHEAD PARROTFISH",545,"PARROTFISHES","All Species"
2017,"BULLETHEAD PARROTFISH",2139,"PARROTFISHES","All Species"
2018,"BULLETHEAD PARROTFISH",4702,"PARROTFISHES","All Species"
2019,"BULLETHEAD PARROTFISH",4724,"PARROTFISHES","All Species"
2020,"BULLETHEAD PARROTFISH",24398,"PARROTFISHES","All Species"
2004,"BUTTERFLYFISH FAMILY",1155,"BUTTERFLYFISHES","All Species"
2013,"BUTTERFLYFISH FAMILY",0,"BUTTERFLYFISHES","All Species"
2015,"BUTTERFLYFISH FAMILY",0,"BUTTERFLYFISHES","All Species"
2018,"BUTTERFLYFISHES",0,"BUTTERFLYFISHES","All Species"
2019,"BUTTERFLYFISHES",2343,"BUTTERFLYFISHES","All Species"
2020,"BUTTERFLYFISHES",1747,"BUTTERFLYFISHES","All Species"
2005,"CARDINALFISH FAMILY",0,"CARDINALFISHES","All Species"
2009,"CARDINALFISH FAMILY",2574,"CARDINALFISHES","All Species"
2018,"CARDINALFISHES",0,"CARDINALFISHES","All Species"
2019,"CARDINALFISHES",0,"CARDINALFISHES","All Species"
2003,"CHRISTMAS WRASSE",5220,"WRASSES","All Species"
2004,"CHRISTMAS WRASSE",7065,"WRASSES","All Species"
2005,"CHRISTMAS WRASSE",2965,"WRASSES","All Species"
2006,"CHRISTMAS WRASSE",0,"WRASSES","All Species"
2007,"CHRISTMAS WRASSE",3644,"WRASSES","All Species"
2008,"CHRISTMAS WRASSE",10054,"WRASSES","All Species"
2009,"CHRISTMAS WRASSE",981,"WRASSES","All Species"
2010,"CHRISTMAS WRASSE",3772,"WRASSES","All Species"
2011,"CHRISTMAS WRASSE",1021,"WRASSES","All Species"
2012,"CHRISTMAS WRASSE",1895,"WRASSES","All Species"
2013,"CHRISTMAS WRASSE",3181,"WRASSES","All Species"
2014,"CHRISTMAS WRASSE",1735,"WRASSES","All Species"
2015,"CHRISTMAS WRASSE",7413,"WRASSES","All Species"
2016,"CHRISTMAS WRASSE",1690,"WRASSES","All Species"
2017,"CHRISTMAS WRASSE",4893,"WRASSES","All Species"
2018,"CHRISTMAS WRASSE",4013,"WRASSES","All Species"
2019,"CHRISTMAS WRASSE",2527,"WRASSES","All Species"
2020,"CHRISTMAS WRASSE",0,"WRASSES","All Species"
2005,"CIGAR",4144,"WRASSES","All Species"
2013,"CIGAR",779,"WRASSES","All Species"
2018,"CIGAR",0,"WRASSES","All Species"
2016,"COMBTOOTH BLENNY FAMILY",2192,"BLENNY","All Species"
2003,"CONGER EEL FAMILY",0,"EELS","All Species"
2012,"CONGER EEL FAMILY",3960,"EELS","All Species"
2013,"CONGER EEL FAMILY",1053,"EELS","All Species"
2003,"CONVICT TANG",176237,"TANGS","All Species"
2004,"CONVICT TANG",119691,"TANGS","All Species"
2005,"CONVICT TANG",417328,"TANGS","All Species"
2006,"CONVICT TANG",420344,"TANGS","All Species"
2007,"CONVICT TANG",94472,"TANGS","All Species"
2008,"CONVICT TANG",154996,"TANGS","All Species"
2009,"CONVICT TANG",755157,"TANGS","All Species"
2010,"CONVICT TANG",252557,"TANGS","All Species"
2011,"CONVICT TANG",137890,"TANGS","All Species"
2012,"CONVICT TANG",140827,"TANGS","All Species"
2013,"CONVICT TANG",110641,"TANGS","All Species"
2014,"CONVICT TANG",64461,"TANGS","All Species"
2015,"CONVICT TANG",91153,"TANGS","All Species"
2016,"CONVICT TANG",122811,"TANGS","All Species"
2017,"CONVICT TANG",56853,"TANGS","All Species"
2018,"CONVICT TANG",273397,"TANGS","All Species"
2019,"CONVICT TANG",399834,"TANGS","All Species"
2020,"CONVICT TANG",292216,"TANGS","All Species"
2004,"CORNETFISH",1036,"CORNETFISH","All Species"
2006,"CORNETFISH",0,"CORNETFISH","All Species"
2007,"CORNETFISH",1015,"CORNETFISH","All Species"
2009,"CORNETFISH",0,"CORNETFISH","All Species"
2011,"CORNETFISH",0,"CORNETFISH","All Species"
2012,"CORNETFISH",0,"CORNETFISH","All Species"
2013,"CORNETFISH",0,"CORNETFISH","All Species"
2014,"CORNETFISH",0,"CORNETFISH","All Species"
2015,"CORNETFISH",1392,"CORNETFISH","All Species"
2016,"CORNETFISH",0,"CORNETFISH","All Species"
2017,"CORNETFISH",0,"CORNETFISH","All Species"
2018,"CORNETFISH",0,"CORNETFISH","All Species"
2019,"CORNETFISH",0,"CORNETFISH","All Species"
2020,"CORNETFISH",0,"CORNETFISH","All Species"
2003,"DAMSELFISH FAMILY",7621,"DAMSELFISHES","All Species"
2014,"DAMSELFISH FAMILY",0,"DAMSELFISHES","All Species"
2015,"DAMSELFISH FAMILY",0,"DAMSELFISHES","All Species"
2016,"DAMSELFISH FAMILY",0,"DAMSELFISHES","All Species"
2004,"DELICATE ROUND HERRING",8286,"HERRINGS","All Species"
2006,"DELICATE ROUND HERRING",291,"HERRINGS","All Species"
2003,"DEVIL SCORPIONFISH",1854,"SCORPIONFISHES","All Species"
2016,"DEVIL SCORPIONFISH",622,"SCORPIONFISHES","All Species"
2017,"DEVIL SCORPIONFISH",1458,"SCORPIONFISHES","All Species"
2020,"DEVIL SCORPIONFISH",413,"SCORPIONFISHES","All Species"
2003,"DOLPHIN",108991,"DOLPHINS","All Species"
2004,"DOLPHIN",224742,"DOLPHINS","All Species"
2005,"DOLPHIN",177953,"DOLPHINS","All Species"
2006,"DOLPHIN",219463,"DOLPHINS","All Species"
2007,"DOLPHIN",136090,"DOLPHINS","All Species"
2008,"DOLPHIN",184001,"DOLPHINS","All Species"
2009,"DOLPHIN",102620,"DOLPHINS","All Species"
2010,"DOLPHIN",163722,"DOLPHINS","All Species"
2011,"DOLPHIN",62784,"DOLPHINS","All Species"
2012,"DOLPHIN",162995,"DOLPHINS","All Species"
2013,"DOLPHIN",93675,"DOLPHINS","All Species"
2014,"DOLPHIN",91698,"DOLPHINS","All Species"
2015,"DOLPHIN",78348,"DOLPHINS","All Species"
2016,"DOLPHIN",43937,"DOLPHINS","All Species"
2017,"DOLPHIN",46969,"DOLPHINS","All Species"
2018,"DOLPHIN",216175,"DOLPHINS","All Species"
2019,"DOLPHIN",124516,"DOLPHINS","All Species"
2020,"DOLPHIN",117426,"DOLPHINS","All Species"
2004,"DOUBLEBAR GOATFISH",2445,"GOATFISHES","All Species"
2005,"DOUBLEBAR GOATFISH",4829,"GOATFISHES","All Species"
2006,"DOUBLEBAR GOATFISH",2632,"GOATFISHES","All Species"
2007,"DOUBLEBAR GOATFISH",5265,"GOATFISHES","All Species"
2011,"DOUBLEBAR GOATFISH",131,"GOATFISHES","All Species"
2012,"DOUBLEBAR GOATFISH",1499,"GOATFISHES","All Species"
2013,"DOUBLEBAR GOATFISH",242,"GOATFISHES","All Species"
2014,"DOUBLEBAR GOATFISH",1557,"GOATFISHES","All Species"
2015,"DOUBLEBAR GOATFISH",1204,"GOATFISHES","All Species"
2016,"DOUBLEBAR GOATFISH",2424,"GOATFISHES","All Species"
2017,"DOUBLEBAR GOATFISH",577,"GOATFISHES","All Species"
2018,"DOUBLEBAR GOATFISH",7834,"GOATFISHES","All Species"
2020,"DOUBLEBAR GOATFISH",5551,"GOATFISHES","All Species"
2005,"DRAGON MORAY",5599,"MORAYS","All Species"
2004,"DRAGON WRASSE",1036,"WRASSES","All Species"
2013,"EAGLE RAY FAMILY",96,"RAYS","All Species"
2003,"EPAULETTE SOLDIERFISH",868,"SOLDIERFISHES","All Species"
2003,"EYESTRIPED SURGEONFISH",55968,"SURGEONFISHES","All Species"
2004,"EYESTRIPED SURGEONFISH",34621,"SURGEONFISHES","All Species"
2005,"EYESTRIPED SURGEONFISH",32642,"SURGEONFISHES","All Species"
2006,"EYESTRIPED SURGEONFISH",35311,"SURGEONFISHES","All Species"
2007,"EYESTRIPED SURGEONFISH",10149,"SURGEONFISHES","All Species"
2008,"EYESTRIPED SURGEONFISH",26868,"SURGEONFISHES","All Species"
2009,"EYESTRIPED SURGEONFISH",27723,"SURGEONFISHES","All Species"
2010,"EYESTRIPED SURGEONFISH",41338,"SURGEONFISHES","All Species"
2011,"EYESTRIPED SURGEONFISH",19811,"SURGEONFISHES","All Species"
2012,"EYESTRIPED SURGEONFISH",24664,"SURGEONFISHES","All Species"
2013,"EYESTRIPED SURGEONFISH",42907,"SURGEONFISHES","All Species"
2014,"EYESTRIPED SURGEONFISH",33517,"SURGEONFISHES","All Species"
2015,"EYESTRIPED SURGEONFISH",43614,"SURGEONFISHES","All Species"
2016,"EYESTRIPED SURGEONFISH",21805,"SURGEONFISHES","All Species"
2017,"EYESTRIPED SURGEONFISH",21017,"SURGEONFISHES","All Species"
2018,"EYESTRIPED SURGEONFISH",106582,"SURGEONFISHES","All Species"
2019,"EYESTRIPED SURGEONFISH",188731,"SURGEONFISHES","All Species"
2020,"EYESTRIPED SURGEONFISH",77160,"SURGEONFISHES","All Species"
2005,"FLOWERY FLOUNDER",1818,"FLOUNDERS","All Species"
2006,"FLOWERY FLOUNDER",3552,"FLOUNDERS","All Species"
2007,"FLOWERY FLOUNDER",660,"FLOUNDERS","All Species"
2009,"FLOWERY FLOUNDER",3399,"FLOUNDERS","All Species"
2013,"FLOWERY FLOUNDER",901,"FLOUNDERS","All Species"
2017,"FLOWERY FLOUNDER",0,"FLOUNDERS","All Species"
2018,"FLOWERY FLOUNDER",2351,"FLOUNDERS","All Species"
2020,"FLOWERY FLOUNDER",1193,"FLOUNDERS","All Species"
2005,"FRIGATE MACKEREL",790,"MACKERELS","All Species"
2006,"FRIGATE MACKEREL",1322,"MACKERELS","All Species"
2009,"FRIGATE MACKEREL",348,"MACKERELS","All Species"
2020,"FRIGATE MACKEREL",12349,"MACKERELS","All Species"
2005,"GALAPAGOS SHARK",7044,"SHARKS","All Species"
2015,"GALAPAGOS SHARK",0,"SHARKS","All Species"
2003,"GIANT TREVALLY",31619,"TREVALLY","All Species"
2004,"GIANT TREVALLY",60804,"TREVALLY","All Species"
2005,"GIANT TREVALLY",34982,"TREVALLY","All Species"
2006,"GIANT TREVALLY",49307,"TREVALLY","All Species"
2007,"GIANT TREVALLY",14536,"TREVALLY","All Species"
2008,"GIANT TREVALLY",32820,"TREVALLY","All Species"
2009,"GIANT TREVALLY",19203,"TREVALLY","All Species"
2010,"GIANT TREVALLY",36714,"TREVALLY","All Species"
2011,"GIANT TREVALLY",19803,"TREVALLY","All Species"
2012,"GIANT TREVALLY",36382,"TREVALLY","All Species"
2013,"GIANT TREVALLY",33752,"TREVALLY","All Species"
2014,"GIANT TREVALLY",28665,"TREVALLY","All Species"
2015,"GIANT TREVALLY",48448,"TREVALLY","All Species"
2016,"GIANT TREVALLY",20228,"TREVALLY","All Species"
2017,"GIANT TREVALLY",11171,"TREVALLY","All Species"
2018,"GIANT TREVALLY",39184,"TREVALLY","All Species"
2019,"GIANT TREVALLY",43254,"TREVALLY","All Species"
2020,"GIANT TREVALLY",44424,"TREVALLY","All Species"
2017,"GLASSEYE SNAPPER",11567,"SNAPPERS","All Species"
2018,"GLASSEYE SNAPPER",23840,"SNAPPERS","All Species"
2019,"GLASSEYE SNAPPER",5230,"SNAPPERS","All Species"
2020,"GLASSEYE SNAPPER",662,"SNAPPERS","All Species"
2003,"GLASSEYE SNAPPER",12101,"SNAPPERS","All Species"
2004,"GLASSEYE SNAPPER",4802,"SNAPPERS","All Species"
2005,"GLASSEYE SNAPPER",1909,"SNAPPERS","All Species"
2006,"GLASSEYE SNAPPER",4679,"SNAPPERS","All Species"
2014,"GLASSEYE SNAPPER",3681,"SNAPPERS","All Species"
2015,"GLASSEYE SNAPPER",7912,"SNAPPERS","All Species"
2016,"GLASSEYE SNAPPER",3843,"SNAPPERS","All Species"
2003,"GOATFISH FAMILY",9306,"GOATFISHES","All Species"
2005,"GOATFISH FAMILY",263,"GOATFISHES","All Species"
2006,"GOATFISH FAMILY",1031,"GOATFISHES","All Species"
2008,"GOATFISH FAMILY",0,"GOATFISHES","All Species"
2011,"GOATFISH FAMILY",764,"GOATFISHES","All Species"
2012,"GOATFISH FAMILY",979,"GOATFISHES","All Species"
2013,"GOATFISH FAMILY",0,"GOATFISHES","All Species"
2015,"GOATFISH FAMILY",764,"GOATFISHES","All Species"
2016,"GOATFISH FAMILY",0,"GOATFISHES","All Species"
2017,"GOATFISHES",1277,"GOATFISHES","All Species"
2018,"GOATFISHES",381,"GOATFISHES","All Species"
2019,"GOATFISHES",8746,"GOATFISHES","All Species"
2020,"GOATFISHES",3347,"GOATFISHES","All Species"
2003,"GOBY FAMILY",868,"GOBIES","All Species"
2005,"GOBY FAMILY",4585,"GOBIES","All Species"
2008,"GOBY FAMILY",0,"GOBIES","All Species"
2010,"GOBY FAMILY",5861,"GOBIES","All Species"
2017,"GOBY FAMILY",0,"GOBIES","All Species"
2020,"GOBY FAMILY",0,"GOBIES","All Species"
2003,"GOLDEN TREVALLY",1081,"TREVALLY","All Species"
2004,"GOLDEN TREVALLY",1588,"TREVALLY","All Species"
2005,"GOLDEN TREVALLY",560,"TREVALLY","All Species"
2006,"GOLDEN TREVALLY",965,"TREVALLY","All Species"
2007,"GOLDEN TREVALLY",0,"TREVALLY","All Species"
2011,"GOLDEN TREVALLY",724,"TREVALLY","All Species"
2012,"GOLDEN TREVALLY",222,"TREVALLY","All Species"
2013,"GOLDEN TREVALLY",335,"TREVALLY","All Species"
2014,"GOLDEN TREVALLY",613,"TREVALLY","All Species"
2015,"GOLDEN TREVALLY",0,"TREVALLY","All Species"
2017,"GOLDEN TREVALLY",112,"TREVALLY","All Species"
2020,"GOLDEN TREVALLY",662,"TREVALLY","All Species"
2003,"GOLDRING SURGEONFISH",211104,"SURGEONFISHES","All Species"
2004,"GOLDRING SURGEONFISH",198761,"SURGEONFISHES","All Species"
2005,"GOLDRING SURGEONFISH",107549,"SURGEONFISHES","All Species"
2006,"GOLDRING SURGEONFISH",111221,"SURGEONFISHES","All Species"
2007,"GOLDRING SURGEONFISH",66411,"SURGEONFISHES","All Species"
2008,"GOLDRING SURGEONFISH",119152,"SURGEONFISHES","All Species"
2009,"GOLDRING SURGEONFISH",232611,"SURGEONFISHES","All Species"
2010,"GOLDRING SURGEONFISH",112368,"SURGEONFISHES","All Species"
2011,"GOLDRING SURGEONFISH",54286,"SURGEONFISHES","All Species"
2012,"GOLDRING SURGEONFISH",135679,"SURGEONFISHES","All Species"
2013,"GOLDRING SURGEONFISH",94526,"SURGEONFISHES","All Species"
2014,"GOLDRING SURGEONFISH",122955,"SURGEONFISHES","All Species"
2015,"GOLDRING SURGEONFISH",35710,"SURGEONFISHES","All Species"
2016,"GOLDRING SURGEONFISH",57666,"SURGEONFISHES","All Species"
2017,"GOLDRING SURGEONFISH",76845,"SURGEONFISHES","All Species"
2018,"GOLDRING SURGEONFISH",230992,"SURGEONFISHES","All Species"
2019,"GOLDRING SURGEONFISH",30943,"SURGEONFISHES","All Species"
2020,"GOLDRING SURGEONFISH",223936,"SURGEONFISHES","All Species"
2005,"GOLDSPOT HERRING",65363,"HERRINGS","All Species"
2006,"GOLDSPOT HERRING",77432,"HERRINGS","All Species"
2007,"GOLDSPOT HERRING",96243,"HERRINGS","All Species"
2008,"GOLDSPOT HERRING",553620,"HERRINGS","All Species"
2009,"GOLDSPOT HERRING",941770,"HERRINGS","All Species"
2010,"GOLDSPOT HERRING",795216,"HERRINGS","All Species"
2011,"GOLDSPOT HERRING",318283,"HERRINGS","All Species"
2012,"GOLDSPOT HERRING",164676,"HERRINGS","All Species"
2013,"GOLDSPOT HERRING",32315,"HERRINGS","All Species"
2014,"GOLDSPOT HERRING",366878,"HERRINGS","All Species"
2015,"GOLDSPOT HERRING",504200,"HERRINGS","All Species"
2016,"GOLDSPOT HERRING",319513,"HERRINGS","All Species"
2017,"GOLDSPOT HERRING",293153,"HERRINGS","All Species"
2018,"GOLDSPOT HERRING",226336,"HERRINGS","All Species"
2019,"GOLDSPOT HERRING",1152304,"HERRINGS","All Species"
2020,"GOLDSPOT HERRING",582430,"HERRINGS","All Species"
2003,"GRAY CHUB",40676,"CHUBS","All Species"
2004,"GRAY CHUB",7980,"CHUBS","All Species"
2005,"GRAY CHUB",7624,"CHUBS","All Species"
2006,"GRAY CHUB",31254,"CHUBS","All Species"
2007,"GRAY CHUB",3018,"CHUBS","All Species"
2008,"GRAY CHUB",25573,"CHUBS","All Species"
2009,"GRAY CHUB",12181,"CHUBS","All Species"
2010,"GRAY CHUB",17483,"CHUBS","All Species"
2011,"GRAY CHUB",2560,"CHUBS","All Species"
2012,"GRAY CHUB",10317,"CHUBS","All Species"
2013,"GRAY CHUB",14107,"CHUBS","All Species"
2014,"GRAY CHUB",29335,"CHUBS","All Species"
2015,"GRAY CHUB",25993,"CHUBS","All Species"
2016,"GRAY CHUB",10788,"CHUBS","All Species"
2017,"GRAY CHUB",22348,"CHUBS","All Species"
2018,"GRAY CHUB",69603,"CHUBS","All Species"
2019,"GRAY CHUB",56790,"CHUBS","All Species"
2020,"GRAY CHUB",37386,"CHUBS","All Species"
2003,"GRAY REEF SHARK",0,"SHARKS","All Species"
2005,"GRAY REEF SHARK",0,"SHARKS","All Species"
2007,"GRAY REEF SHARK",0,"SHARKS","All Species"
2009,"GRAY REEF SHARK",0,"SHARKS","All Species"
2013,"GRAY REEF SHARK",0,"SHARKS","All Species"
2014,"GRAY REEF SHARK",0,"SHARKS","All Species"
2015,"GRAY REEF SHARK",0,"SHARKS","All Species"
2003,"GREAT BARRACUDA",1564,"BARRACUDAS","All Species"
2004,"GREAT BARRACUDA",15986,"BARRACUDAS","All Species"
2005,"GREAT BARRACUDA",13643,"BARRACUDAS","All Species"
2006,"GREAT BARRACUDA",23238,"BARRACUDAS","All Species"
2007,"GREAT BARRACUDA",1312,"BARRACUDAS","All Species"
2008,"GREAT BARRACUDA",15376,"BARRACUDAS","All Species"
2009,"GREAT BARRACUDA",17815,"BARRACUDAS","All Species"
2010,"GREAT BARRACUDA",2849,"BARRACUDAS","All Species"
2011,"GREAT BARRACUDA",5393,"BARRACUDAS","All Species"
2012,"GREAT BARRACUDA",7586,"BARRACUDAS","All Species"
2013,"GREAT BARRACUDA",1637,"BARRACUDAS","All Species"
2014,"GREAT BARRACUDA",7627,"BARRACUDAS","All Species"
2015,"GREAT BARRACUDA",7045,"BARRACUDAS","All Species"
2016,"GREAT BARRACUDA",2363,"BARRACUDAS","All Species"
2017,"GREAT BARRACUDA",2358,"BARRACUDAS","All Species"
2018,"GREAT BARRACUDA",13169,"BARRACUDAS","All Species"
2019,"GREAT BARRACUDA",16718,"BARRACUDAS","All Species"
2020,"GREAT BARRACUDA",5183,"BARRACUDAS","All Species"
2003,"GREATER AMBERJACK",1576,"AMBERJACK","All Species"
2004,"GREATER AMBERJACK",4343,"AMBERJACK","All Species"
2005,"GREATER AMBERJACK",2124,"AMBERJACK","All Species"
2006,"GREATER AMBERJACK",5069,"AMBERJACK","All Species"
2007,"GREATER AMBERJACK",819,"AMBERJACK","All Species"
2008,"GREATER AMBERJACK",0,"AMBERJACK","All Species"
2009,"GREATER AMBERJACK",1058,"AMBERJACK","All Species"
2010,"GREATER AMBERJACK",16910,"AMBERJACK","All Species"
2011,"GREATER AMBERJACK",395,"AMBERJACK","All Species"
2012,"GREATER AMBERJACK",2308,"AMBERJACK","All Species"
2013,"GREATER AMBERJACK",2335,"AMBERJACK","All Species"
2014,"GREATER AMBERJACK",2473,"AMBERJACK","All Species"
2015,"GREATER AMBERJACK",1843,"AMBERJACK","All Species"
2016,"GREATER AMBERJACK",1028,"AMBERJACK","All Species"
2017,"GREATER AMBERJACK",3391,"AMBERJACK","All Species"
2018,"GREATER AMBERJACK",11657,"AMBERJACK","All Species"
2019,"GREATER AMBERJACK",16904,"AMBERJACK","All Species"
2020,"GREATER AMBERJACK",14992,"AMBERJACK","All Species"
2015,"GREEN HALFBEAK",9839,"HALFBEAKS","All Species"
2016,"GREEN HALFBEAK",407,"HALFBEAKS","All Species"
2017,"GREEN HALFBEAK",401,"HALFBEAKS","All Species"
2018,"GREEN HALFBEAK",34547,"HALFBEAKS","All Species"
2019,"GREEN HALFBEAK",5054,"HALFBEAKS","All Species"
2020,"GREEN HALFBEAK",56052,"HALFBEAKS","All Species"
2003,"GREEN JOBFISH",18755,"JOBFISHES","All Species"
2004,"GREEN JOBFISH",27149,"JOBFISHES","All Species"
2005,"GREEN JOBFISH",36308,"JOBFISHES","All Species"
2006,"GREEN JOBFISH",20802,"JOBFISHES","All Species"
2007,"GREEN JOBFISH",11900,"JOBFISHES","All Species"
2008,"GREEN JOBFISH",7408,"JOBFISHES","All Species"
2009,"GREEN JOBFISH",14844,"JOBFISHES","All Species"
2010,"GREEN JOBFISH",22011,"JOBFISHES","All Species"
2011,"GREEN JOBFISH",18532,"JOBFISHES","All Species"
2012,"GREEN JOBFISH",29826,"JOBFISHES","All Species"
2013,"GREEN JOBFISH",8227,"JOBFISHES","All Species"
2014,"GREEN JOBFISH",17927,"JOBFISHES","All Species"
2015,"GREEN JOBFISH",20968,"JOBFISHES","All Species"
2016,"GREEN JOBFISH",9515,"JOBFISHES","All Species"
2017,"GREEN JOBFISH",18927,"JOBFISHES","All Species"
2018,"GREEN JOBFISH",38524,"JOBFISHES","All Species"
2019,"GREEN JOBFISH",10167,"JOBFISHES","All Species"
2020,"GREEN JOBFISH",31784,"JOBFISHES","All Species"
2009,"HALFBEAK FISH FAMILY",4897,"HALFBEAKS","All Species"
2012,"HALFBEAK FISH FAMILY",8559,"HALFBEAKS","All Species"
2013,"HALFBEAK FISH FAMILY",3114,"HALFBEAKS","All Species"
2014,"HALFBEAK FISH FAMILY",10646,"HALFBEAKS","All Species"
2015,"HALFBEAK FISH FAMILY",4681,"HALFBEAKS","All Species"
2016,"HALFBEAK FISH FAMILY",4079,"HALFBEAKS","All Species"
2017,"HALFBEAK FISH FAMILY",0,"HALFBEAKS","All Species"
2018,"HALFBEAK FISH FAMILY",23751,"HALFBEAKS","All Species"
2019,"HALFBEAK FISH FAMILY",0,"HALFBEAKS","All Species"
2020,"HALFBEAK FISH FAMILY",1683,"HALFBEAKS","All Species"
2003,"HAWAIIAN ANCHOVIES",42496,"ANCHOVIES","All Species"
2004,"HAWAIIAN ANCHOVIES",88137,"ANCHOVIES","All Species"
2006,"HAWAIIAN ANCHOVIES",394861,"ANCHOVIES","All Species"
2007,"HAWAIIAN ANCHOVIES",84619,"ANCHOVIES","All Species"
2008,"HAWAIIAN ANCHOVIES",1764,"ANCHOVIES","All Species"
2009,"HAWAIIAN ANCHOVIES",94667,"ANCHOVIES","All Species"
2010,"HAWAIIAN ANCHOVIES",232893,"ANCHOVIES","All Species"
2011,"HAWAIIAN ANCHOVIES",133943,"ANCHOVIES","All Species"
2003,"HAWAIIAN BIGEYE",3226313,"BIGEYE","All Species"
2004,"HAWAIIAN BIGEYE",19873,"BIGEYE","All Species"
2005,"HAWAIIAN BIGEYE",27165,"BIGEYE","All Species"
2006,"HAWAIIAN BIGEYE",4254,"BIGEYE","All Species"
2007,"HAWAIIAN BIGEYE",3466,"BIGEYE","All Species"
2008,"HAWAIIAN BIGEYE",12829,"BIGEYE","All Species"
2009,"HAWAIIAN BIGEYE",7552,"BIGEYE","All Species"
2011,"HAWAIIAN BIGEYE",2043,"BIGEYE","All Species"
2012,"HAWAIIAN BIGEYE",9628,"BIGEYE","All Species"
2013,"HAWAIIAN BIGEYE",12496,"BIGEYE","All Species"
2014,"HAWAIIAN BIGEYE",10756,"BIGEYE","All Species"
2015,"HAWAIIAN BIGEYE",10076,"BIGEYE","All Species"
2016,"HAWAIIAN BIGEYE",1209,"BIGEYE","All Species"
2017,"HAWAIIAN BIGEYE",737,"BIGEYE","All Species"
2018,"HAWAIIAN BIGEYE",24648,"BIGEYE","All Species"
2019,"HAWAIIAN BIGEYE",7844,"BIGEYE","All Species"
2020,"HAWAIIAN BIGEYE",4535,"BIGEYE","All Species"
2003,"HAWAIIAN FLAGTAIL",419224,"HAWAIIAN FLAGTAIL","All Species"
2004,"HAWAIIAN FLAGTAIL",125228,"HAWAIIAN FLAGTAIL","All Species"
2005,"HAWAIIAN FLAGTAIL",192760,"HAWAIIAN FLAGTAIL","All Species"
2006,"HAWAIIAN FLAGTAIL",144938,"HAWAIIAN FLAGTAIL","All Species"
2007,"HAWAIIAN FLAGTAIL",178229,"HAWAIIAN FLAGTAIL","All Species"
2008,"HAWAIIAN FLAGTAIL",231722,"HAWAIIAN FLAGTAIL","All Species"
2009,"HAWAIIAN FLAGTAIL",179330,"HAWAIIAN FLAGTAIL","All Species"
2010,"HAWAIIAN FLAGTAIL",223872,"HAWAIIAN FLAGTAIL","All Species"
2011,"HAWAIIAN FLAGTAIL",66951,"HAWAIIAN FLAGTAIL","All Species"
2012,"HAWAIIAN FLAGTAIL",106169,"HAWAIIAN FLAGTAIL","All Species"
